countof,Datum,years,Monat,Bundesland,Bundesland_count,Bundesland_count_scale,Stadt,Vorfallsart,Kurzbeschreibung,Verletzte,Tote,bewohnt,Politisch motivierte Tat nach Polizei- einschätzung?,Einzeltäter,Tätergruppe,Täter_organisiert,Ersttäter,Wiederholungstäter,Täter_ortsansässig,Täter_zugereist,ermittelnde_Polizei,ermittelnde_Staats_anwaltschaft,Verfahren_eingestellt,Anklage_erhoben,Urteil,Uhrzeit,Einbruch_Eingedrungen,lat,lng,cunti
1,8/14/2015,2015,8,Niedersachsen,9,8,Lemförde,Sachbeschädigung,"Unbekannte schießen mit einem Luftgewehr auf die Fenster einer Unterkunft. Die Unterkunft ist bewohnt, der Raum selbst aber ist zum Zeitpunkt der Tat leer. Bislang gibt es keine Verdächtigen.",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Diepholz,,nein,nein,,unbekannt,nein,52.467925,8.368077,1
1,12/23/2015,2015,12,Niedersachsen,9,8,Hannover-Seelze,Sachbeschädigung,"Mitarbeiter der Stadt bemerken, dass sieben Scheiben einer geplanten Flüchtlingsunterkunft eingeschlagen wurden. Zeugen gibt es nicht, die Polizei findet keine Tatverdächtigen. Ob die Tat politisch motiviert war, kann die Polizei nicht sagen. Man habe zumindest keine Hinweise darauf gefunden.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Polizeidirektion Hannover,Hannover,nein,nein,,unbekannt,nein,52.395438,9.589830,1
1,11/1/2015,2015,11,Niedersachsen,9,8,Sehnde-Haimar,Brandanschlag,"Ein 43 Jahre alter Mann legt vor einem von einer Flüchtlingsfamilie bewohnten Haus Feuer. Die Tür verkohlt, Passanten löschen die Flammen. Die Polizei ergreift ihn am Folgetag. Seine Wohnung wird durchsucht. Er räumt diese und weitere Taten ein, er ist Serienbrandstifter, das Haus laut Staatsanwaltschaft eher zufällig gewählt.",0,0,ja,unbekannt,ja,nein,nein,nein,ja,ja,,Hannover,  Hildesheim,nein,ja,nein,01.10 Uhr,nein,52.306962,10.047321,1
1,12/31/2015,2015,12,Niedersachsen,9,8,Gleidingen,Brandanschlag,"Im Kellereingang einer Asylunterkunft im Laatzener Ortsteil Gleidingen legen Unbekannte nachts um drei Uhr Feuer. Eine Anwohnerin sieht den Feuerschein. Sie ruft die Feuerwehr und den Sicherheitsdienst der Unterkunft, in der 60 Menschen wohnen. Der Sicherheitsmann kann den Brand mit einem Feuerlöscher ersticken, noch bevor die Feuerwehr kommt. Die Polizei sucht Zeugen und Täter, beide bislang vergeblich.",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Polizeidirektion Hannover,Hannover,nein,nein,,03.50 Uhr,ja,52.272508,9.844484,1
1,8/28/2015,2015,8,Niedersachsen,9,8,Salzhemmendorf,Brandanschlag,"Täter werfen einen Brandsatz durch ein geschlossenes Fenster. Der Teppich fängt Feuer, der Raum verrußt vollkommen. Im Nebenzimmer hält sich eine Mutter mit ihren drei Kindern auf. In dem kommunalen Wohnhaus leben 40 Menschen, darunter auch Asylbewerber. Die Polizei bildet eine Soko und ermittelt nach Zeugenhinweisen zwei Männer (24 und 30 Jahre alt) und eine 23-jährige Frau als Tatverdächtige. Sie sitzen in Haft und warten auf ihren Prozess wegen gemeinschaftlichen versuchten Mordes.",0,0,ja,ja,nein,ja,unbekannt,nein,ja,ja,nein,  Hameln-Pyrmont / Holzminden,Hannover,,ja,nein,2 Uhr,nein,52.071849,9.595305,1
1,1/1/2016,2016,1,Niedersachsen,9,8,Heeslingen,Sonstige Angriffe auf Unterkünfte,Unbekannte haben gegen 2:30 Uhr mit einem faustgroßen Stein eine Fensterscheibe einer Asylunterkunft eingeworfen. Verletzt wurde niemand.,0,,,,,,,,,,,,,,,,,Heeslingen,53.317473,9.334388,1
1,1/18/2016,2016,1,Niedersachsen,9,8,Barnstorf,Sonstige Angriffe auf Unterkünfte,"Unbekannte haben sich Zugang zum ehemalige Gasthaus „Klopsch“ verschafft, das als Asylunterkunft genutzt werden sollte. Die Eindringlinge drehten im Obergeschoss einen Wasserhahn auf und entfernten ein Abflussrohr, wodurch das Gebäude geflutet und erheblich beschädigt wurde.",0,,,,,,,,,,,,,,,,,Barnstorf,52.70641,8.497608,1
1,1/23/2016,2016,1,Niedersachsen,9,8,Barsinghausen,Brandanschlag,"Unbekannte haben im Rohbau einer geplanten Asylunterkunft Feuer gelegt. Zusätzlich platzierten der oder die Täter Gasflaschen in dem Gebäude, die vermutlich zur Explosion gebracht werden sollten. Der Feuerwehr gelang es jedoch unter Lebensgefahr, die Gasflaschen ins Freie zu bringen und sie abkühlen zu lassen. Die Polizei schätzt den entstandenen Schaden auf 100.000 Euro.",0,,,,,,,,,,,,,,,,,Barsinghausen,52.302074,9.469399,1
1,4/17/2015,2015,4,Brandenburg,4,9,Neuruppin,Sachbeschädigung,"Kurz nach Mitternacht fliegen Eier gegen eine Unterkunft für Flüchtlinge. Laut Staatsanwaltschaft befinden sich eine irakische Familie und ein iranischer Bewohner im Gebäude. Es kommt niemand zu Schaden, allerdings wird ein Fliegengitter beschädigt. Die Staatsanwaltschaft gibt an, dass es bisher keine Anhaltspunkte gibt, ob der Täter rechts gesinnt sei. ",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Neuruppin,Neuruppin,Ja,nein,nein,0 bis 1 Uhr,nein,52.924386,12.809292,1
1,2/23/2015,2015,2,Brandenburg,4,9,Klosterfelde,Brandanschlag,"In einem Mehrfamilienhaus brennt Nachts der Kinderwagen einer Asylbewerberin ab. Sie ist eine Woche zuvor mit ihren Kindern in eine Wohnung des Hauses gezogen. Zu Schaden kommt niemand. Die Polizei sammelt Spuren und befragt Zeugen, aber ohne Ergebnis. Das Verfahren wird eingestellt.  ",0,0,ja,unbekannt,nein,nein,nein,nein,nein,nein,nein,Direktion Ost,Frankfurt (Oder),ja,nein,nein,19.15 Uhr,unbekannt,52.792386,13.478244,1
1,8/25/2015,2015,8,Brandenburg,4,9,Nauen,Brandanschlag,"Wenige Tage bevor Flüchtlinge in eine Turnhalle einziehen sollen, brennt das Gebäude. Die Polizei findet Brandbeschleuniger und ermittelt wegen Brandstiftung. In Nauen gab es zuvor mehrere Demonstrationen gegen die Aufnahme von Asylsuchenden. Die Staatsanwaltschaft setzt eine Belohnung von 20.000 Euro für Hinweise aus und lässt mehrere Wohnungen durchsuchen. Es gibt auch Tatverdächtige, doch bisher konnte ihnen nichts nachgewiesen werden. ",0,0,nein,Unbekannt,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft, Direktion West,Potsdam,,nein,nein,02:00,keine Auskunft,52.606107,12.87726,1
1,7/25/2015,2015,7,Brandenburg,4,9,Brandenburg/Havel,Brandanschlag,Unbekannte Täter entzünden in einem Mehrfamilienhaus vor der Wohnungstür einer Flüchtlingsfamilie eine mit Brandbeschleuniger getränkte Zeitung. Die Wohnung befindet sich im ersten Obergeschoss. Die Hauseingangstür steht zu diesem Zeitpunkt offen. Die 24-jährige Mieterin und ihre beiden Kinder im Alter von fünf und zwei Jahren schlafen zur Tatzeit. Der Vater kann das Feuer löschen.,0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,,Potsdam,,nein,nein,18:30 Uhr,nein,52.410826,12.549793,1
1,11/27/2015,2015,11,Brandenburg,4,9,Brandenburg an der Havel,Brandanschlag,"In einer ehemaligen Schule wird ein Brand gelegt. Das Gebäude sollte bald als Flüchtlingsunterkunft dienen. Nach Angaben der Polizei brennt an der Vorderfront des Gebäudes der Fensterrahmen eines Kellerfensters. Die Feuerwehr kann den Brand löschen, der Schaden ist gering. Die Polizei sucht nach Zeugen.",0,0,nein,Ja,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,unbekannt,Brandenburg,Potsdam,Nein,Nein,Nein,04:30,Nein,52.409020,12.538856,1
1,6/13/2015,2015,6,Brandenburg,4,9,Frankfurt (Oder),Sachbeschädigung,"Kurz nach Mitternacht werfen Unbekannte Bierflaschen auf ein künftiges Wohnheim für Flüchtlinge. Zeugen sagen, es handele sich um drei Täter. Eine Scheibe an der Eingangstür wird beschädigt. Die Täter entkommen unerkannt. Die Ermittlungen sind mittlerweile eingestellt.  ",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Direktion Ost,Frankfurt (Oder),ja,nein,nein,00:29,Nein,52.345068,14.534313,1
1,10/24/2015,2015,10,Brandenburg,4,9,Blankenfelde-Mahlow,Brandanschlag,"Eine ehemalige Kindertagesstätte soll zu einer Flüchtlingsunterkunft werden. Dann brennt es in einer Nacht, die Ermittler finden keine Anzeichen auf einen technischen Defekt und ermitteln wegen Brandstiftung.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Direktion West,Potsdam,,nein,nein,14 Uhr - 14 Uhr,ja,52.3333,13.4,1
1,5/16/2015,2015,5,Brandenburg,4,9,Zossen,Brandanschlag,"Nach Mitternacht brennen drei Müllcontainer neben einer geplanten Flüchtlingsunterkunft. Die Flammen greifen auf den Giebel des Hauses über. Die Polizei nimmt zwei Verdächtige fest und stellt Feuerwerkskörper, Streichhölzer und Brandbeschleuniger sicher. Die Täter werden der rechtsextremen Szene zugerechnet. Weil ein Brandgutachten fehlt, gibt es noch immer keinen Prozess.",0,0,nein,ja,nein,ja,unbekannt,unbekannt,unbekannt,ja,nein,Direktion West,Potsdam,,nein,nein,1 Uhr,nein,52.220023,13.462866,1
1,12/20/2015,2015,12,Brandenburg,4,9,Guben,Sachbeschädigung,Unbekannte Täter werfen aus einem Auto Böller auf eine Asylbewerberunterkunft und fliehen.,0,0,ja,Ja,nein,ja,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Polizeidirektion Süd,Staatsanwaltschaft Cottbus,,Nein,Nein,23 Uhr,Nein,51.948330,14.705843,1
1,12/27/2015,2015,12,Brandenburg,4,9,Guben,Sachbeschädigung,"Unbekannte werfen einen Fahrradständer in die Hauseingangstür einer Wohnung, in der Afrikaner leben. Dabei skandieren sie: ""Nigger kommt raus"". Nach der Tat flüchten die vermummten und dunkel Bekleideten.",0,0,ja,Ja,nein,ja,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Polizeidirektion Süd,Staatsanwaltschaft Cottbus,,Nein,Nein,22.40 Uhr,Nein,51.948330,14.705843,1
1,12/27/2015,2015,12,Brandenburg,4,9,Guben,Sachbeschädigung,Wenig später werfen Unbekannte in der Geschwister-Scholl-Straße eine Fensterscheibe mit Steinen ein. Hier wohnen syrische Asylbewerber. Die Täter fliehen unmittelbar nach der Tat.,0,0,ja,Ja,nein,ja,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Polizeidirektion Süd,Staatsanwaltschaft Cottbus,,Nein,Nein,23 Uhr,Nein,51.948330,14.705843,1
1,3/5/2015,2015,3,Brandenburg,4,9,Lübben,Tätlicher Angriff,An einem Donnerstagabend dringen zwei maskierte Männer in eine Flüchtlingsunterkunft ein. Sie sind mit einem Stock bewaffnet. Die Täter zerstören einen Rauchmelder. Der Alarm geht los. Der Sicherheitsdienst des benachbarten Jugendwohnheims eilt hinzu und verständigt die Polizei. Die Täter können fliehen. Eine Funkzellenauswertung bleibt erfolgslos. Das Verfahren wird eingestellt.,0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Königswusterhausen,Cottbus,ja,nein,nein,unbekannt,ja,51.941767,13.897129,1
1,9/20/2015,2015,9,Brandenburg,4,9,Großräschen,Sachbeschädigung,Unbekannte Täter bewerfen eine Erdgeschosswohnung mit Steinen. Darin wohnt eine Flüchtlingsfamilie aus Syrien. Die Täter hinterlassen Aufkleber der rechtsradikalen Identitären Bewegung. ,0,0,ja,Ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Direktion Süd,Cottbus,,nein,nein,,Nein,51.588327,14.012314,1
1,11/2/2015,2015,11,Brandenburg,4,9,Spremberg,Brandanschlag,"In einem ehemaligen Gymnasium, in dem ab dem Frühjahr 2016 rund 180 Flüchtlinge unterkommen sollten, brennt es im Keller. Die Polizei kann Brandstiftung nicht ausschließen.",0,0,Nein,Unbekannt,Unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt, Direktion Süd,  Cottbus,,nein,nein,4:10 Feueralarm,keine Auskunft,51.571451,14.38043,1
1,1/6/2016,2016,1,Brandenburg,4,9,Guben,Sonstige Angriffe auf Unterkünfte,"Unbekannte hielten in der Nacht mit dem Auto vor einer Asylunterkunft und warfen eine volle Bierflasche auf das Gebäude. Dabei ging eine Scheibe zu Bruch. Die beiden Asylsuchenden, die in dem betroffenen Zimmer schliefen, blieben unverletzt.",0,,,,,,,,,,,,,,,,,Guben,51.951486,14.695565,1
1,11/11/2015,2015,11,Hessen,7,10,Fuldatal,Sachbeschädigung,"Unbekannte sägen die Leitung zwischen dem draußen stehenden Gastank und der Heizung im Kasernegebäude an, das derzeit zur Unterkunft für Flüchtlinge umgebaut wird. Als sie merken, dass Gas ausströmt, brechen sie das Sägen ab. Offenbar glaubten sie, der Tank sei leer. Die Polizei bitte um Hilfe, hat bisher aber nur vage Tipps bekommen.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekant,unbekannt,unbekannt,unbekannt,unbekannt,Nordhessen,Kassel,Nein,Nein,Nein,nachts,Nein,51.382941,9.550464,1
1,6/6/2015,2015,6,Hessen,7,10,Lauterbach,Sachbeschädigung,"Steinwurf auf eine Fensterscheibe, keine Verletzten, der Schaden ist schnell behoben. Ein Täter ist nicht zu finden, das Verfahren ist eingestellt. ",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Fulda,Gießen,ja,nein,,3 Uhr,nein,50.642194,9.388470,1
1,6/3/2015,2015,6,Hessen,7,10,Hosenfeld,Sachbeschädigung,"Zwei Unbekannte fahren mit einem Motorrad vor einer Asylunterkunft vor, steigen ab, erklettern den fast ebenerdigen Balkon und versuchen, das Rollo an einem Fenster hochzudrücken. Als ihnen das nicht gelingt, werfen sie einen Kinderwagen, der auf dem Balkon steht, herunter und verschwinden. ",0,0,ja,unbekannt,nein,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,,Fulda,,nein,,23 Uhr,ja,50.505601,9.479867,1
1,3/26/2015,2015,3,Hessen,7,10,Beselich-Niedertiefenbach,Sachbeschädigung,"Ein Frührentner schießt mit einer Zwille Stahlkugeln auf eine Asylunterkunft. Der Schaden ist nicht groß, ein rechter Hintergrund nicht zu finden. Der Täter ist als psychisch auffällig bekannt und wird schnell ermittelt. Als Motiv gibt er Menschenhass an.",0,0,ja,nein,ja,nein,nein,ja,nein,ja,nein,,Limburg,,ja,ja,nachts,nein,50.442367,8.135261,1
1,4/10/2015,2015,4,Hessen,7,10,Hofheim,Sachbeschädigung,"Zwei junge Männer schießen mit einer Luftdruckpistole auf die Fenster einer Asylunterkunft, die Bewohner kommen mit einem Schreck davon. Die Polizei findet die Täter schnell, sieht auch einen rechtsradikalen Hintergrund, aber keinen Grund, sie länger festzuhalten. Sie sind auf freiem Fuß. Im Dezember wird einer von ihnen angeklagt.",0,0,ja,ja,nein,ja,unbekannt,keine Auskunft,keine Auskunft,ja,nein,Westhessen,Frankfurt/Main,,ja,,zwischen 22.30 und 23.30 Uhr,nein,50.086507,8.447324,1
1,11/2/2015,2015,11,Hessen,7,10,Niederwalluf,Wasserschaden,"Einbrecher hebeln in der Nacht ein Fenster auf, dringen in die geplante Asylunterkunft in der Johannisbrunnenstraße ein, drehen Wasserhähne auf und setzen sie teilweise unter Wasser. Die Wiesbadener Kriminalpolizei ermittelt in alle Richtungen, bislang ohne Ergebnis.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Westhessen,,,nein,nein,zwischen 18:00 Uhr und 09:10 Uhr,ja,50.037391,8.154690,1
1,10/1/2015,2015,10,Hessen,7,10,Bensheim,Brandanschlag,In einem Sanitärcontainer einer Zelt-Erstaufnahmeunterkunft brennen nachts um zwei Papierhandtücher. Bislang können die Ermittler weder Hintergrund der Tat noch Täter finden.,0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt, Heppenheim,Darmstadt,,nein,nein,2.16 Uhr,unbekannt,49.680984,8.622773,1
1,10/25/2015,2015,10,Hessen,7,10,Lampertheim,Brandanschlag,"In Büroräumen im Erdgeschoss wird ein Brand gelegt, er greift nicht auf die Geschosse darüber über, in denen Flüchtlinge leben. Die Ermittler glauben, dass es um die Firma ging, der das Büro gehört, nicht um die Flüchtlinge darüber. Sicher sind sie nicht, Täter wurden bislang nicht gefunden.",0,0,ja,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,,Darmstadt,,nein,nein,22.30 Uhr,ja,49.594443,8.467504,1
1,1/16/2016,2016,1,Hessen,7,10,Schlitz,Sonstige Angriffe auf Unterkünfte,"Unbekannte ein Wohnhaus, in dem bald Asylsuchende untergebracht werden sollen, mit Pflastersteinen und beschädigten den Außenputz.",0,,,,,,,,,,,,,,,,,Schlitz,50.67586,9.562732,1
1,1/1/2016,2016,1,Hessen,7,10,Wetzlar,Sonstige Angriffe auf Unterkünfte,"Unbekannte warfen Böller auf eine Asylunterkunft in der Kreisstraße. Einer der Böller flog durch ein offenes Fenster und explodierte unmittelbar neben einem Bewohner. Dieser blieb laut Polizeibericht unverletzt, lediglich eine Deckenlampe ging zu Bruch.",0,,,,,,,,,,,,,,,,,Wetzlar,50.55898,8.508165,1
1,1/9/2016,2016,1,Hessen,7,10,Frankfurt (Main),Brandanschlag,"Am frühen Morgen ist im Eingangsflur eines Mehrfamilienhauses ein Kinderwagen ""offenbar vorsätzlich angezündet worden"". Ein Bewohner konnte den brennenden Wagen vor die Haustür stellen und so größeren Schaden verhindern. Dennoch entstand durch das Feuer ein geschätzter Sachschaden in Höhe von 15.000 Euro. Laut Polizei leben in dem Haus vorwiegend sozial Bedürftige, es diene aber zurzeit auch teilweise als Unterkunft für Asylsuchende.",0,,,,,,,,,,,,,,,,,Frankfurt (Main),50.110922,8.682127,1
1,9/2/2015,2015,9,Thüringen,16,11,Nordhausen,Sachbeschädigung,"Am Abend werfen zwei Männer mehrere faustgroße Steine gegen eine Turnhalle, die als Asylnotunterkunft genutzt wird. Dabei geht eine äußere Scheibe der Doppelverglasung zu Bruch. Die Polizei nimmt die beiden Tatverdächtigen noch in der Nähe der Turnhalle fest.",0,0,ja,unbekannt,,,,,,,,,Mühlhausen,,nein,,,,51.497429,10.794981,1
1,10/3/2015,2015,10,Thüringen,16,11,Bischhagen,Brandanschlag,"In Bischhagen brennt in der Nacht des 3. Oktober ein Fachwerkhaus, das am nächsten Tag von Asylsuchenden bezogen werden sollte. Das Feuer wurde gelegt, Verdächtige findet die Polizei nicht.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Nordhausen,Mühlhausen,,nein,nein,,,51.425715,10.093406,1
1,12/13/2015,2015,12,Thüringen,16,11,Roßleben,Sachbeschädigung,"Unbekannte zerstören die Scheiben einer Flüchtlungsunterkunft, werfen Böller hinterher, rufen dabei ausländerfeindliche Parolen. Anwohner rufen daraufhin die Polizei. Die Ermittlung übernimmt das Landeskriminalamt Thüringen. Da die Feuerwerkskörper legal in Deutschland erhältlich und nicht dazu geeignet sind, einen Brand auszulösen, ermitteln die Beamten wegen Sachbeschädigung und wegen der Verwendung von Kennzeichen verfassungswidriger Organisationen. Bislang vergeblich.",0,0,ja,ja,nein,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,LKA Thüringen,,nein,nein,nein,,nein,51.296406,11.429859,1
1,9/7/2015,2015,9,Thüringen,16,11,Ebeleben,Brandanschlag,"Die Dachstühle eines ganzen Wohnblocks brennen mitten in der Nacht. Die Soko Flamme des LKA ermittelt. Der Fall wird sogar in der Fernsehsendung ""Kripo live"" vorgestellt, 5.000 Euro Belohnung werden ausgelobt. Es gibt Verdächtige, bislang aber kann man ihnen die Tat nicht eindeutig nachweisen.",0,0,nein,ja,nein,ja,nein,nein,nein,ja,nein,Landeskriminalamt,Mühlhausen,,nein,nein,3.30 Uhr,ja,51.2833,10.7333,1
1,10/4/2015,2015,10,Thüringen,16,11,Friemar,Brandanschlag,"Unbekannte setzen Dixi-Klos in Brand, die neben einer als Unterkunft genutzten Turnhalle stehen. Das Feuer greift auf die Fassade über. Die zehn Menschen in der Turnhalle werden nicht verletzt. Eindeutige Hinweise auf einen rechten Hintergrund finden sich nicht.",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Gotha,Erfurt,,nein,nein,1.20 Uhr,nein,50.978749,10.787153,1
1,9/11/2015,2015,9,Thüringen,16,11,Gerstungen,Brandanschlag,"Im Internet ist zu lesen, dass das Gebäude als Unterkunft geplant ist. Kurz darauf brennt es. Das LKA ermittelt wegen schwerer Brandstiftung. Es deute alles auf ein politisches Motiv hin, heißt es, auch wenn der endgültige Nachweis dafür noch nicht erbracht werden konnte.",0,0,nein,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Landeskriminalamt,Meiningen,,nein,nein,2.45 uhr,ja,50.9667,10.0667,1
1,10/9/2015,2015,10,Thüringen,16,11,Gera,Wasserschaden,"Unbekannte brechen in eine geplante Unterkunft ein, drehen die Wasserhähne auf. Sie wollen einen Wasserschaden verursachen. Der aufmerksame Wachschutz verhindert, dass der Plan funktioniert. Er überrascht die Täter, die unerkannt fliehen und dreht die Wasserhähne wieder zu. Kein Sachschaden, aber auch keine Verdächtigen. ",0,0,nein,unbekannt,nein,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Gera,Gera,,nein,,zwischen 21 Uhr und 3 Uhr,ja,50.87723,12.079621,1
1,9/28/2015,2015,9,Thüringen,16,11,Arnstadt,Wasserschaden,"Wenige Stunden bevor die ersten Flüchtlinge einziehen sollen, brechen Unbekannte in das Gebäude ein und zerstören Wasserleitungen. Als der Schaden entdeckt wird, ist es zu spät, die Elektrik des Gebäudes ist ruiniert, der Einzug wird abgesagt. Bisher gibt es keine Verdächtigen.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Gotha,Erfurt,,nein,nein,zwischen 18.30 und 6.30 Uhr,ja,50.83491,10.946148,1
1,10/18/2015,2015,10,Thüringen,16,11,Frauenwald,Wasserschaden,"Unbekannte Täter drehen die Hauptwasserhähne einer geplanten Unterkunft auf. Als das entdeckt wird, ist bereits ein Schaden von ungefähr 60.000 Euro entstanden, das Gebäude unbewohnbar. Für die 100 Asylsuchenden, die dort einziehen sollten, muss eine andere Unterkunft gefunden werden.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Gotha,Suhl,,nein,nein,unbekannt,ja,50.585544,10.859965,1
1,1/24/2016,2016,1,Thüringen,16,11,Wiegleben,Brandanschlag,"Gegen 2:30 brannte es in einer Bäckerei. Die Landeseinsatzzentrale der Polizei sprach vom Verdacht auf Brandstiftung. Über der Bäckerei befinden sich vier leerstehende Wohnungen. „Wir haben dem Landkreis angeboten, die Wohnungen für Asylbewerber zu vermieten“, sagte Wolfgang Brenner, Bäcker und Lebensgefährte der Eigentümerin des Hauses. Neben den Hauseingang zur Backstube hatte jemand mit weißer Farbe den Schriftzug „Kein Asyl“ geschmiert. Das Angebot liege aber bereits ein halbes Jahr zurück. Im Dorf soll die Tatsache nicht bekannt gewesen sein, wie Brenner und Passanten anmerkten.",0,,,,,,,,,,,,,,,,,Wiegleben,51.882167,11.172353,1
1,1/12/2016,2016,1,Thüringen,16,11,Gößnitz,Sonstige Angriffe auf Unterkünfte,Unbekannte haben in der Nacht mit Steinen Scheiben einer Asylunterkunft eingeworfen. Die betroffene Wohnung war zum Tatzeitpunkt laut Polizei unbewohnt.,0,,,,,,,,,,,,,,,,,Gößnitz,50.890359,12.431091,1
1,10/24/2015,2015,10,Rheinland-Pfalz,11,12,Landscheid,Sachbeschädigung,"Ein Hotelbesitzer bietet der Stadt sein Gebäude als Unterkunft für Asylsuchende an, bald darauf wird es zerstört. Die Eindringlinge kommen gleich drei Mal, zerschlagen Möbel, schlagen Löcher in Wände, reißen Kabel heraus, schmieren Hakenkreuze und SS-Runen auf den Boden, entfachen Feuer. Sechs Jugendliche werden ermittelt und gestehen teilweise.",0,0,nein,ja,nein,ja,nein,unbekannt,nein,ja,nein,Trier,Trier,,ja,nein,15.15 Uhr,ja,49.986278,6.772849,1
1,10/17/2015,2015,10,Rheinland-Pfalz,11,12,Traben-Trarbach,Brandanschlag,"Eine Fußmatte aus Gummi, die an einer Holztür lehnt, wird angesteckt. Ein Zeuge entdeckt das Feuer, zerrt die brennende Matte weg, löscht sie und verhindert Schlimmeres. In der Wohnung, deren Tür das Ziel war, schlafen sieben Asylsuchende. Die Staatsanwaltschaft hat für Hinweise 5.000 Euro ausgelobt.",0,0,ja,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Trier,Trier,,nein,nein,3.30 Uhr,,49.953044,7.123316,1
1,11/22/2015,2015,11,Rheinland-Pfalz,11,12,Traben-Trarbach,Sachbeschädigung,"Zum zweiten Mal wird diese Unterkunft von sieben Asylbewerbern angegriffen. Mehrere Personen versuchen in der Nacht, Fensterscheiben einzuschlagen, rufen ausländerfeindliche Drohungen, reißen ein Schild von der Hauswand und werfen es durch ein offenes Fenster in eine der Wohnungen. Sieben Verdächtige werden ermittelt. Ob es eine Verbindung zur ersten Tat gibt, steht noch nicht fest.",0,0,ja,ja,nein,ja,unbekannt,unbekannt,unbekannt,ja,nein,Fachkommissariat für politisch motivierte Kriminalität der Kriminaldirektion Trier,Trier,nein,nein,nein,01.20 Uhr,nein,49.953044,7.123316,1
1,8/13/2015,2015,8,Rheinland-Pfalz,11,12,Niederstedem,Brandanschlag,"Vier Asylsuchende leben seit kurzer Zeit in dem Haus. In der Nacht, in der es brennt, sind sie nicht da. Dass es Brandstiftung war, ist sicher. Mehr jedoch nicht, die Ermittlungen laufen.",0,0,ja,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Trier,  Trier,,nein,nein,1.30 Uhr,nein,49.930278,6.498622,1
1,10/22/2015,2015,10,Rheinland-Pfalz,11,12,Ludwigshafen,Brandanschlag,Auf eine Leichtbauhalle auf dem Messplatz wird ein Molotowcocktail geworfen. Das Feuer erlischt von selbst. Erst am nächsten Morgen entdeckt ein Bauarbeiter der noch im Bau befindlichen Unterkunft den Schaden am Fenster.,0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Rheinpfalz ,Frankenthal (Pfalz),,nein,nein,unbekannt,,49.479236,8.439117,1
